_gddid	words	year	expected_lat	intersection_lat	expected_long	intersection_long	dms_regex	dd_regex
54b4324de138239d8684ac74	['Lake', 'Titicaca', '-LRB-', 'Bolivia/Peru', ';', '3810', 'm', 'above', 'sea', 'level', ';', '16', '--', '17', '°', 'S', ',', '68.5', '--', '70', '°', 'W', '-RRB-', 'currently', 'covers', 'c.', '8500', 'km2', 'of', 'the', 'Altiplano', 'and', 'lies', 'between', 'the', 'Cordilleras', 'Oriental', 'and', 'Occidental', '.']	2011	['16']	['16']	['68']	['68']	[]	[]
56f8ea77cf58f16cf933f4b1	['Study', 'site', 'and', 'coring', 'Lochan', 'An', 'Druim', '-LRB-', '58', '280', '3000', 'N', ',', '4', '400', '1800', 'W', ';', 'UK', 'NGR', 'NC', '/', '435568', ';', '25', 'm', 'OD', '-RRB-', 'is', 'a', 'small', '-LRB-', 'ca.', '0.5', 'ha', '-RRB-', 'lowland', 'lake', 'to', 'the', 'east', 'of', 'Loch', 'Eriboll', ',', 'a', 'sea', 'loch', 'on', 'the', 'north', 'coast', 'of', 'Sutherland', ',', 'Scotland', ',', 'UK', '.']	2005	['58']	['58']	['4']	['4']	[]	[]
56f8ea77cf58f16cf933f4b1	['20', '-LRB-', '3', '-RRB-', '201', '--', '208', '-LRB-', '2005', '-RRB-', '204', 'JOURNAL', 'OF', 'QUATERNARY', 'SCIENCE', 'Table', '1', 'Major', 'oxide', 'percentages', 'for', 'shards', 'from', 'the', 'Lochan', 'An', 'Druim', 'sediments', 'Shard', 'SiO2', 'Tephra', 'layer', 'S13', '-LRB-', '10.94', 'm', '-RRB-', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', 'mean', '1', '72.28', '70.67', '70.80', '71.19', '70.58', '71.43', '70.65', '70.80', '71.05', '70.94', '70.71', '70.81', '70.16', '70.92', '0.51', 'Tephra', 'layer', 'S21', '-LRB-', '11.32', 'm', '-RRB-', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', 'mean', '1', '70.97', '69.99', '69.77', '69.37', '69.70', '68.34', '68.69', '68.36', '68.59', '68.43', '69.75', '69.27', '0.85', 'Tephra', 'layer', 'S30', '-LRB-', '11.86', 'm', '-RRB-', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', 'mean', '1', '74.59', '72.93', '73.45', '72.88', '73.95', '73.30', '72.52', '73.08', '72.65', '72.74', '72.56', '72.65', '73.11', '0.63', 'TiO2', '0.18', '0.16', '0.15', '0.16', '0.09', '0.13', '0.17', '0.17', '0.16', '0.16', '0.12', '0.17', '0.17', '0.15', '0.02', '0.27', '0.23', '0.28', '0.32', '0.21', '0.20', '0.29', '0.27', '0.23', '0.23', '0.28', '0.26', '0.04', '0.10', '0.11', '0.11', '0.13', '0.09', '0.09', '0.12', '0.09', '0.11', '0.12', '0.09', '0.09', '0.10', '0.02', 'Al2O3', '11.91', '12.25', '12.33', '12.11', '13.09', '11.87', '11.90', '11.72', '11.83', '11.62', '12.02', '11.79', '12.02', '12.03', '0.37', '13.48', '12.99', '13.21', '13.29', '13.06', '13.26', '12.81', '13.12', '12.93', '13.00', '12.95', '13.10', '0.20', '12.76', '12.97', '12.32', '12.44', '12.34', '12.23', '12.38', '11.88', '12.38', '12.28', '12.18', '12.42', '12.38', '0.27', 'FeO', 'MnO', '2.85', '3.03', '2.75', '2.70', '2.42', '2.84', '2.90', '2.96', '2.88', '2.77', '2.59', '2.96', '2.56', '2.79', '0.18', '0.06', '0.07', '0.08', '0.13', '0.15', '0.08', '0.07', '0.08', '0.10', '0.12', '0.12', '0.00', '0.07', '0.09', '0.04', '3.83', '3.72', '3.47', '3.80', '3.87', '3.92', '3.70', '3.88', '3.57', '3.69', '3.87', '3.76', '0.14', '0.23', '0.16', '0.18', '0.12', '0.14', '0.19', '0.06', '0.23', '0.06', '0.13', '0.10', '0.14', '0.06', '1.37', '1.20', '1.49', '1.51', '1.37', '1.40', '1.48', '1.51', '1.51', '1.40', '1.53', '1.46', '1.44', '0.09', '0.00', '0.02', '0.10', '0.02', '0.00', '0.03', '0.05', '0.06', '0.02', '0.05', '0.07', '0.03', '0.04', '0.03', 'MgO', '0.07', '0.07', '0.08', '0.06', '0.08', '0.06', '0.07', '0.04', '0.05', '0.08', '0.04', '0.06', '0.04', '0.06', '0.01', '0.23', '0.18', '0.24', '0.19', '0.21', '0.21', '0.21', '0.20', '0.22', '0.23', '0.23', '0.21', '0.02', '0.08', '0.06', '0.07', '0.08', '0.07', '0.10', '0.10', '0.07', '0.04', '0.07', '0.09', '0.07', '0.08', '0.02', 'CaO', '0.36', '0.35', '0.38', '0.35', '0.29', '0.35', '0.38', '0.38', '0.37', '0.41', '0.40', '0.40', '0.35', '0.37', '0.03', '1.34', '1.36', '1.30', '1.29', '1.27', '1.31', '1.32', '1.33', '1.23', '1.29', '1.30', '1.30', '0.04', '0.73', '0.82', '0.75', '0.76', '0.74', '0.77', '0.76', '0.75', '0.77', '0.72', '0.73', '0.75', '0.76', '0.03', 'Na2O', 'K2O', '5.34', '5.65', '5.39', '5.34', '5.35', '5.07', '5.36', '5.37', '5.09', '5.46', '4.84', '4.88', '5.17', '5.25', '0.23', '4.52', '4.18', '4.41', '4.29', '4.19', '4.27', '4.45', '4.44', '4.33', '4.26', '4.43', '4.16', '4.48', '4.34', '0.12', '4.66', '5.11', '5.22', '5.34', '4.89', '4.96', '5.15', '4.98', '5.34', '5.03', '3.34', '4.91', '0.56', '3.47', '3.53', '3.55', '3.31', '3.40', '3.45', '3.42', '3.28', '3.37', '3.37', '3.16', '3.39', '0.11', '4.05', '4.57', '4.00', '4.08', '3.63', '3.98', '4.00', '4.04', '3.95', '4.02', '4.14', '3.97', '4.04', '0.21', '3.66', '3.38', '3.68', '3.95', '3.47', '3.58', '3.96', '3.89', '3.90', '3.80', '3.80', '3.67', '3.73', '0.19', 'Total', '97.57', '96.43', '96.36', '96.32', '96.24', '96.09', '95.96', '95.95', '95.85', '95.82', '95.27', '95.22', '95.00', '96.01', '0.65', '98.47', '97.28', '97.22', '97.03', '96.75', '95.85', '95.65', '95.64', '95.54', '95.38', '94.97', '96.34', '1.07', '97.34', '96.06', '95.97', '95.85', '95.66', '95.47', '95.38', '95.37', '95.34', '95.20', '95.20', '95.10', '95.66', '0.61', 'tephra', 'layer', '.']	2005	['58']	['58']	['4']	['4']	[]	[]
550487b6e1382326932d876d	"['number', 'Age', '-LRB-', 'BP', '-RRB-', 'Depth', 'of', 'lower', 'Depth', 'of', '-LRB-', 'cm', '-RRB-', '*', '-LRB-', 'mg', '-RRB-', 'YD', 'upper', 'YD', 'boundary', '*', 'boundary', '*', 'Splan', 'Pond', '45', '°', '15', ""'"", '20', '``', 'N', ',67', '°', '19', ""'"", '50', '``', 'W', '106', 'm', 'a.s.l.', ',', '4', 'ha', '10.6', 'm', 'max', '.']"	1995	['45', '44']	['45']	['63', '60', '67', '66']	['67']	[]	[]
550487b6e1382326932d876d	"['water', 'depth', '471.5-473', '.5', '492.5-493', '.5', '511.5-512', '.5', '529.5-531', '.5', '551-553', 'Mayflower', 'Lake', '45018', ""'"", '10', '``', 'N', ',', '66o04', ""'"", '15', '``', 'W', '50', 'm', 'a.s.l.', ',', '4.2', 'ha', '11', 'm', 'water', 'depth', 'Joe', 'Lake', '46', '°', '45', ""'"", '25', '``', 'N', ',', '66040', ""'"", '05', ',', ""'"", 'W', '335', 'm', 'a.s.l.', ',', '4', 'ha', '1.75', 'm', 'max', '.']"	1995	['45', '44']	['45']	['63', '60', '67', '66']	['66']	[]	[]
550487b6e1382326932d876d	"['water', 'depth', 'Lac', '~', 'Magie', '44', '°', '15', ""'"", '50', '``', 'N', ',', '66', '°', '04', ""'"", '45', '``', 'W', '60', 'm', 'a.s.l.', ',', '0.6', 'ha', '2.2', 'm', 'max', ',', 'water', 'depth', '361.5-362', '.5', '369.5-370', '.5', '380.5-381', '.5', '491.5-492', '.5', '503.5', '562.5', '575', '690.5-691', '.5', '806', '--', '812', '841-842\xa0856\xa0888', '-892', 'Little', 'Lake', '44', '°', '40', ""'"", '05', '``', 'N', ',', '63', '°', '56', ""'"", '20', '``', 'W', '40', 'm', 'a.s.l.', ',', '0.5', 'ha', '5', 'm', 'max', '.']"	1995	['45', '44']	['45', '44']	['63', '60', '67', '66']	['63', '60', '66']	[]	[]
54b43267e138239d8684f29d	['Here', 'we', 'describe', 'a', 'paleoclimate', 'study', 'based', 'on', 'pollen', 'and', 'stable', 'hydrogen', 'isotope', 'analyses', 'of', 'a', '16,000-yr-old', 'peat', 'core', 'from', 'the', 'eastern', 'Beagle', 'Channel', 'in', 'southern', 'Tierra', 'del', 'Fuego', '-LRB-', 'Harberton', ':', '54', '◦', '53', 'S', ',', '67', '10', 'W', ',', '20', 'm', '-RRB-', '-LRB-', 'Fig.', '1', '-RRB-', '.']	2001	['54']	['54']	['67']	['67']	[]	[]
54b43267e138239d8684f29d	['Mean', 'annual', 'precipitation', '-LRB-', 'MAP', '-RRB-', ',', 'on', 'the', 'other', 'hand', ',', 'varies', 'greatly', ',', 'with', 'highest', 'values', 'of', '>', '3000', 'mm', 'in', 'the', 'western', 'Chilean', 'Channels', '-LRB-', 'Evangelistas', ',', '52', '◦', 'S', ',', '75', '◦', 'W', '-RRB-', 'and', 'successively', 'lower', 'values', 'in', 'the', 'rain', 'shadow', 'east', 'of', 'the', 'Andes', '-LRB-', 'Punta', 'Arenas', ',', '53', '◦', 'S', ',', '70', '◦', 'W', ',', '490', 'mm', ';', 'Rio', 'Grande', ',', '54', '◦', 'S', ',', '67', '◦', 'W', ',', '380', 'mm', ';', 'Punta', 'Dungeness', ',', '53', '◦', 'S', ',', '68', '◦', 'W', ',', '240', 'mm', '-RRB-', '.']	2001	['54']	['54']	['67']	['67']	[]	[]
54b43267e138239d8684f29d	['Magellan', ',', 'Chile', '53', '◦', '41', '70', '◦', '56', '13', 'Tierra', 'Major', ',', 'Argentina', '54', '◦', '42', '68', '54', '◦', '42', '68', '14', 'Turbal', ',', 'Lapataia', ',', 'Argentina', '54', '◦', '51', '68', '◦', '35', '15', 'Harberton', ',', 'Argentina', '54', '◦', '53', '67', '◦', '20', '16', 'Laguna', 'Bandera', ',', 'Chile', '54', '◦', '55', '58', '67', '◦', '41', '100', '17', 'Caleta', 'Ro', '´', 'balo', 'bog', ',', '54', '◦', '56', '27', '67', '◦', '37', '27', 'Pto', '.']	2001	['54']	['54']	['67']	['67']	[]	[]
54b43267e138239d8684f29d	['Forest', 'bog', ',', 'Chile', '26', 'Fondeadero', 'Orestes', '55', '◦', '12', '48', '67', '◦', '39', '54', '100', 'm', ',', 'Chile', '27', 'Fondeadero', 'Orestes', '60', 'm', ',', 'Chile', '55', '◦', '13', '08', '67', '◦', '38', '50', '28', 'Seno', 'Grandi', ',', 'Boot', '55', '◦', '13', '13', '67', '◦', '45', '56', 'Camp', 'Bog', ',', 'Chile', '700', '100', '60', '145', '40', '10\xa080\xa0100\xa0270', '330', '10', '10', '200', '30', '20', '260', '25', '270', '270', '270', '390', '30', '115', '100', '150', '100', '60', '10', '7.8', 'Rio', 'Bueno', '70', '10.6', 'Airport', 'Pto', '.']	2001	['54']	['54']	['67']	['67']	[]	[]
57770fc1cf58f181b2a8b45b	['They', 'are', 'distributed', 'along', 'southenorth', '-LRB-', 'from', '45', '570', 'to', '55', '130', 'N', '-RRB-', 'and', 'westeeast', 'gradients', '-LRB-', 'from', '78', '120', 'to', '63', '320W', '-RRB-', 'to', 'cover', 'a', 'broad', 'range', 'of', 'peatland', 'types', 'developed', 'within', 'continental', 'to', 'oceanic', 'climate', 'conditions', '.']	2013	['54', '49', '55', '47', '45', '48', '53', '50']	['55', '45']	['63', '78', '71', '77', '66', '73', '76', '68', '72']	['78', '63']	[]	[]
57770fc1cf58f181b2a8b45b	['#', 'Nom', 'Code', 'Latitude', '-LRB-', 'N', '-RRB-', 'Longitude', 'Peatland', 'n', 'WTD', '-LRB-', 'W', '-RRB-', 'type', 'sites', 'range', '-LRB-', 'cm', '-RRB-', '1', 'Kuujjuarapik', 'KUJU', '55', '13032.1', '77', '41044.4', 'Fen', '2', 'La', 'Grande', 'LG2', 'Fen', '53', '40038.8', '78', '12058.0', 'Fen', '3', 'La', 'Grande', 'LG2', 'Bog', '53', '39001.1', '77', '43032.3', 'Bog', '4', 'Matagami', 'MTG', '49', '41006.5', '77', '43054.3', 'Bog', 'Bog2', '5', 'Matagami', 'MTG', '49', '45005.6', '77', '39024.5', 'Bog', 'Bog1', '6', 'Verendrye', 'VER', '47', '18009.2', '76', '51016.4', 'Fen', '7', 'Val-d’Or', 'VLD', '48', '11013.2', '77', '35043.7', 'Bog', '8', 'Pointe', 'des', 'MORTS', '50', '15051.6', '63', '40008.7', 'Bog', 'Morts', '9', 'Baie', 'BAIE', '49', '05047.4', '68', '14037.6', 'Bog', '10', 'Pylône', 'PYL', '53', '47050.4', '73', '19038.4', 'Fen', '11', 'Abeille', 'ABE', '54', '06054.7', '72', '30003.2', 'Fen', '12', 'Frontenac', 'FRONT', '45', '57059.3', '71', '08021.8', 'Fen', '13', 'Manic', 'MANIC', '49', '07017.9', '68', '18002.5', 'Bog', '14', 'Lebel', 'LEBEL', '49', '06032.1', '68', '14023.5', 'Bog', '15', 'Lebel', 'LEBEL-G', '49', '06002.6', '68', '13007.9', 'Bog', '16', 'Baie', 'BAIE-M', '49', '05036.0', '68', '14034.0', 'Bog', '17', 'Plaine', 'PLAINE', '50', '16027.3', '63', '32028.5', 'Bog', '18', 'Roma', 'ROMA', '50', '17051.8', '63', '41035.1', 'Bog', '10', '3e19', '10', '2e23', '10', '0.1', 'e28', '10', '7.5', 'e47', '6', '13e51', '4', '1e19', '10', '9e44', '17', '1e39', '.5', '7', '0.5', 'e28', '3', '0.1', 'e14', '.5', '6', '0.1', 'e45', '10', '0.1', 'e21', '.5', '25', '0e43', '10', 'À', '3e38', '10', '5.5', 'e41', '.5', '11', '0e34', '15', 'À6e57', '25', '1e40', '2.2', '.']	2013	['54', '49', '55', '47', '45', '48', '53', '50']	['54', '49', '55', '47', '45', '48', '53', '50']	['63', '78', '71', '77', '66', '73', '76', '68', '72']	['63', '78', '71', '77', '73', '76', '68', '72']	[]	[]
57770fc1cf58f181b2a8b45b	['Models', 'Number', 'of', 'samples', 'R2', 'Max', 'bias', 'RMSEP', 'WA.inv', 'WA.cla', 'WA.inv.tol', 'WA.cla.tol', '199', '-LRB-', '165', '-RRB-', '199', '-LRB-', '165', '-RRB-', '199', '-LRB-', '165', '-RRB-', '199', '-LRB-', '165', '-RRB-', '0.63', '-LRB-', '0.80', '-RRB-', '0.63', '-LRB-', '0.80', '-RRB-', '0.67', '-LRB-', '0.81', '-RRB-', '0.67', '-LRB-', '0.82', '-RRB-', '24.49', '-LRB-', '9.40', '-RRB-', '19.24', '-LRB-', '5.75', '-RRB-', '25.98', '-LRB-', '9.20', '-RRB-', '22.40', '-LRB-', '5.98', '-RRB-', '7.89', '-LRB-', '5.44', '-RRB-', '8.99', '-LRB-', '5.80', '-RRB-', '7.48', '-LRB-', '5.34', '-RRB-', '8.27', '-LRB-', '5.65', '-RRB-', 'Fig.', '3', '.']	2013	['54', '49', '55', '47', '45', '48', '53', '50']	['49', '48']	['63', '78', '71', '77', '66', '73', '76', '68', '72']	['63']	[]	[]
57770fc1cf58f181b2a8b45b	['Microbial', 'Ecology', '50', ',', '48e63', '.']	2013	['54', '49', '55', '47', '45', '48', '53', '50']	['50', '48']	['63', '78', '71', '77', '66', '73', '76', '68', '72']	['63']	[]	[]
54cd76a8e138236bcc92a45b	"['Hole-in-the-bog', 'peatland', '-LRB-', '47', '°', '18', '′', '00ʺ', ',', '94', '°', '14', '′', '57ʺ', '-RRB-', '-LRB-', 'hereafter', '``', 'Hole', 'Bog', ""''"", '-RRB-', 'is', 'a', 'basin-filled', 'raised', 'bog', 'located', 'in', 'Cass', 'County', ',', 'Minnesota', '-LRB-', 'Fig.', '1', '-RRB-', '.']"	2006	['43', '47']	['47']	['82', '94']	['94']	[]	[]
574924a9cf58f17d57af4b07	"['Location', 'and', 'Description', 'of', 'Sites', 'Basswood', 'Road', 'Lake', 'Basswood', 'Road', 'Lake', 'occupies', 'a', 'small', 'basin', 'in', 'Paleozoic', 'metasedimentary', 'rocks', 'with', 'an', 'area', 'of', 'about', '10', 'acres', '-LRB-', '4', 'h', '-RRB-', ',', '4.5', 'miles', '-LRB-', '7.2', 'km', '-RRB-', 'northwest', 'of', 'St.', 'Stephen', ',', 'New', 'Brunswick', '-LRB-', '45', ""'"", '15', ""'"", '15', ""''"", 'N.', 'Lat.', ',', '67', ""'"", '19', ""'"", '50', ""''"", 'W.', 'Long', '.', '-RRB-']"	1975	['45']	['45']	['67', '66']	['67']	"[""45,',15,',15,'',N"", ""67,',19,',50,'',W""]"	[]
574924a9cf58f17d57af4b07	"['It', 'is', 'located', 'about', '5.4', 'miles', '-LRB-', '8.6', 'km', '-RRB-', 'east', 'of', 'St.', 'George', ',', 'New', 'Brunswick', ',', '-LRB-', '45', '``', '0S140', ""''"", 'N.', 'Lat.', ',', '66O43', ""'"", '00', ""''"", 'W.', 'Long', '.', '-RRB-']"	1975	['45']	['45']	['67', '66']	['66']	[]	[]
56bca9a7cf58f106f6793567	['Site', 'Descriptions', 'Site', 'name', 'Rock', 'Lake', 'Portage', 'Lake', 'Arrow', 'Lake', 'Dune', 'Lake', 'Deuce', 'Lake', 'Longitude', ',', 'Latitude', ',', 'Area', ',', '°', 'W', '°', 'N', 'ha', 'Kenai', 'Peninsula', '150', '°', '150', '60', '°', '250', '3.0', '150', '°', '320', '60', '°', '430', '11.6', '150', '°', '310', '60', '°', '450', '10.5', 'Interior', 'Alaska', '149', '°', '540', '64', '°', '250', '12.0', '147', '°', '310', '65', '°', '310', '3.0', 'Maximum', 'Depth', ',', 'm', '5.3', '15.6', '10.1', '9.0', '5.0', 'Elevation', ',', 'm', '285', '75', '90', '134', '170', 'ual', 'fires', 'can', 'be', 'distinguished', 'from', 'background', 'charcoal', 'when', 'the', 'number', 'of', 'years', 'represented', 'by', 'each', 'sample', 'is', 'less', 'than', 'the', 'minimal', 'fire-return', 'interval', '-LRB-', 'i.e.', ',', '20', 'years', 'for', 'boreal', 'forest', '-LSB-', 'Niklasson', 'and', 'Granstrom', ',', '2000', '-RSB-', '-RRB-', 'and', 'when', 'charcoal', 'peaks', 'can', 'be', 'clearly', 'separated', 'from', 'background', '.']	2003	['64', '60']	['64', '60']	['150', '147', '149']	['150', '147', '149']	[]	[]
57fefc3ccf58f1a65fd2ae25	['List', 'of', 'radiocarbon', 'dates', 'and', 'sample-speciﬁc', 'data', ',', 'obtained', 'from', 'bulk', 'material', 'Depth', '-LRB-', 'cm', '-RRB-', 'Laboratory', 'number', '14C', 'a', 'BP', 'd13C', 'Cal', 'a', 'BP', '-LRB-', '1s', '-RRB-', 'Area', '-LRB-', '%', '-RRB-', 'y', '45', 'GrA-47151', '2', '025', 'Æ', '35', 'À27', '.72', '1926', '--', '2', '004', '0.929', '2', '026', '--', '2', '036', '0.071', '195', 'GrA-42501', '4', '925', 'Æ', '40', 'À28', '.16', '5', '601', '--', '5', '662', '0.864', '5', '692', '--', '5', '707', '0.136', '295', 'GrA-47152', '6', '310', 'Æ', '40', 'À27', '.39', '7', '174', '--', '7', '221', '0.541', '7', '235', '--', '7', '270', '0.459', '395', 'GrA-42502', '8', '105', 'Æ', '45', 'À25', '.53', '8', '997', '--', '9', '090', '1.000', '443', 'GrA-47154', 'Ã7', '955', 'Æ', '45', 'À26', '.74', '8', '721', '--', '8', '798', '0.339', '8', '803', '--', '8', '806', '0.016', '8', '826', '--', '8', '870', '0.201', '8', '880', '--', '8', '977', '0.444', '457', 'GrA-47155', '9', '040', 'Æ', '50', 'À27', '.65', '10', '190', '--', '10', '239', '1.000', '595', 'GrA-47160', '12', '050', 'Æ', '60', 'À26', '.68', '13', '819', '--', '13', '974', '695', 'GrA-42504', 'Ã20', '010', 'Æ', '90', 'À25', '.57', '23', '733', '--', '24', '117', '768', 'GrA-47161', '20', '730', 'Æ', '90', 'À27', '.04', '24', '537', '--', '24', '881', '945', 'GrA-47162', '29', '000', 'Æ', '170', 'À26', '.54', '33', '231', '--', '33', '982', '996', 'GrA-42505', 'Ã9', '260', 'Æ', '50', 'À25', '.55', '10', '299', '--', '10', '321', '10', '343', '--', '10', '351', '10', '375', '--', '10', '517', 'Ã', 'Rejected', 'dates', '.']	2012	['20']	['20']	['57']	['57']	[]	[]
54b4324ee138239d8684ad7f	['To', 'understand', 'the', 'relative', 'inﬂuence', 'of', 'precipitation', 'and', 'temperature', 'on', 'late', '-', 'and', 'postglacial', 'ecosystem', 'changes', 'in', 'southernmost', 'South', 'America', ',', 'we', 'compare', 'the', 'vegetation', ',', 'ﬁre', ',', 'and', 'climate', 'history', 'from', 'a', 'site', 'at', 'the', 'upper', 'treeline', 'in', 'Tierra', 'del', 'Fuego', '-LRB-', 'Paso', 'Garibaldi', ',', '54', '°', '43', '′', 'S', ',', '76', '°', '10', '′', 'W', ',', 'c', '420', 'm', '-RRB-', 'with', 'two', 'sites', 'at', 'low', 'elevation', '-LRB-', 'Harberton', ',', '54', '°', '54', '′', 'S', ',', '67', '°', '10', '′', 'W', ',', '20', 'm', ';', 'and', 'Rio', 'Rubens', ',', '52', '°', '4', '′', '48', '″', 'S', ',', '71', '°', '31', '′', '12', '″', 'W', ',', '220', 'm', '-LRB-', 'Fig.', '1', '-RRB-', '-RRB-', '.']	2010	['54', '52']	['54', '52']	['71', '67']	['71', '67']	['54,°,43,′,S,,,76,°,10,′,W', '54,°,54,′,S,,,67,°,10,′,W']	[]
58d27b93cf58f121bb4ff40d	"['Mire', 'Straldza', '-LRB-', 'Southeastern', 'Bulgaria', '-RRB-', ':', 'Late', 'Holocene', 'vegetation', 'history', 'SPASSIMIREPDB7.Straldza', '-LRB-', 'Bulgaria', '-RRB-', 'TONKOV1', ',', 'ELISSAVETA', 'BOZILOVA1', '&', 'HÖGNE', 'JUNGNER2', '1Laboratory', 'of', 'Palynology', ',', 'Department', 'of', 'Botany', ',', 'Faculty', 'of', 'Biology', ',', 'Sofia', 'University', '``', 'St.', 'Kliment', 'Ohridski', ""''"", ',', 'Sofia', ',', 'Bulgaria', ',', '2Dating', 'Laboratory', ',', 'Finnish', 'Museum', 'of', 'Natural', 'History', ',', 'University', 'of', 'Helsinki', ',', 'Helsinki', ',', 'Finland', 'Site', 'details', 'The', 'mire', 'Straldza', '-LRB-', '42', '°', '37', ""'"", '81', '″', 'N', ',', '26', '°', '50', ""'"", '36', '″', 'E', ';', '150', 'm', 'a.s.l.', '-RRB-', 'is', 'situated', 'in', 'southeastern', 'Bulgaria', ',', '15', 'km', 'westwards', 'from', 'the', 'town', 'of', 'Karnobat', 'in', 'the', 'north-eastern', 'corner', 'of', 'the', 'Tundza', 'hilly', 'plain', '.']"	2009	['42']	['42']	['26']	['26']	[]	[]
56817ebecf58f1ba274d4596	['Study', 'area', 'The', 'site', 'Dalmutladdo', '-LRB-', '69', '°', '10', '`', 'N', ',', '20', '°', '43', '`', 'E', '-RRB-', '-LRB-', 'Fig.', '1', '-RRB-', 'is', 'a', 'small', 'lake', 'in', 'a', 'depression', 'within', 'the', 'Betula', 'pubescens', 'ssp', '.']	2004	['69']	['69']	['20', '19']	['20']	[]	[]
56817ebecf58f1ba274d4596	['The', 'other', 'lake', ',', 'Barheivatn', '-LRB-', '69', '°', '42', '`', 'N', ',', '19', '°', '51', '`', 'E', '-RRB-', '-LRB-', 'Fig.', '1', '-RRB-', ',', 'is', 'situated', 'just', 'above', 'the', 'present-day', 'tree-line', 'of', 'Betula', 'pubescens', 'ssp', '.']	2004	['69']	['69']	['20', '19']	['19']	[]	[]
56817ebecf58f1ba274d4596	"['Site', 'Barheivatn', 'Dalmutladdo', 'Toskaljavri', 'Tsuolbmajavri', 'Location', '69', '°', '42', '`', 'N', ',', '19', '°', '51', ""'"", 'E', '69', '°', '10', '`', 'N', ',', '20', '°', '43', ""'"", 'E', '69', '°', '12', '`', 'N', ',', '21', '°', '28', ""'"", 'E', '68', '°', '41', '`', 'N', ',', '22', '°', '05', ""'"", 'E', 'Elevation', ',', 'm', 'a.s.l.', '317\xa0355\xa0704\xa0526', 'Lake', 'size', ',', 'ha', '11.7', '7.2', '100.3', '14', 'July', 'temp', ',', '°', 'C', '10.7', '11.5', '9.7', '11', 'January', 'temp', ',', '°', 'C', 'À5', '.6', 'À7', '.6', 'À13', '.9', 'À14', '.5', 'Precipitation', ',', 'mm/yr', '650\xa0430\xa0415\xa0450', 'northern', 'boreal', 'and', 'low-alpine', 'vegetation', 'zones', '-LRB-', 'Moen', '1998', '-RRB-', '.']"	2004	['69']	['69']	['20', '19']	['20', '19']	[]	[]
55044861e1382326932d85a3	['Sampling', ',', 'preparation', 'and', 'analysis', 'of', 'the', 'macroand', 'microfossils', 'The', 'material', 'was', 'collected', 'by', 'digging', 'a', 'pit', 'in', 'the', 'bog', ',', 'exposing', 'a', 'clean', 'vertical', 'pro', '``', 'le', 'and', 'collecting', 'the', 'peat', 'by', 'pressing', 'metal', 'boxes', '-LRB-', '50', ';', '15', ';', '10', 'cm', ';', 'open', 'at', 'one', 'side', '-RRB-', 'into', 'the', 'pro', '``', 'le', '.']	2000	['50']	['50']	['15']	['15']	[]	[]
54f4a2ede13823054496a011	['The', 'assemblage', 'thus', 'suggests', 'a', 'B.G.', 'Hoyle', 'et', 'al.', '/', 'Quaternary', 'Research', '61', '-LRB-', '2004', '-RRB-', '277', '--', '288', '281', 'Table', '1', 'Relative', 'abundance', 'of', 'Presumpscot', 'Formation', 'molluscs', 'at', 'the', 'Scarborough', 'site', 'and', 'their', 'present', 'distributional', 'limits', '-LRB-', 'G.', 'Rosenberg', ',', 'personal', 'communication', ',', '1993', '-RRB-', 'Taxon', 'Raw', '%', 'MNI', '%', 'NLL', 'SLL', 'UDL', 'LDL', 'number', 'Bivalvia', 'Gemma', 'gemma', 'Hiatella', 'arctica', 'Lyonsia', 'arenosa', 'Musculus', 'niger', 'Mya', 'arenaria', 'Pandora', 'gouldiana', 'Portlandia', 'arctica', 'Serripes', 'groenlandicus', '10\xa0128\xa0506', '2', '48', '30', '588', '2', '0.7', '6', '9.5', '69', '37.7', '268', '0.1', '1', '3.5', '27', '2.2', '21', '0.7', '52jN', '18jS', '0', '7.9', '82jN', '64jN', '0', '31.0', '68jN', '45jS', '0', '0.1', '82jN', '35jS', '2', '3.1', '56jN', '35jS', '0', '2.4', '49jN', '35jS', '0', '43.8', '443', '51.2', '82jN', '50jN', '2', '0.1', '2', '0.2', '68jN', '42jS', '0', '11', '160', '91', '110', '6', '182', '339', '110', 'Gastropoda', 'Buccinum', 'undatum', 'Lunatia', 'groenlandica', 'Natica', 'clausa', 'Total', '13', '3', '12', '1342', '1.0', '13', '1.5', '70jN', '37jS', '0', '0.2', '3', '0.3', '80jN', '34jS', '0', '0.9', '12', '1.4', '82jN', '35jS', '0', '99.7', '865', '99.8', '95\xa02278\xa02268', 'Raw', 'number', ',', 'number', 'of', 'identified', 'specimens', 'from', 'documented', 'stratigraphic', 'context', ';', '%', ',', 'abundance', ',', 'expressed', 'as', 'a', 'percentage', 'of', 'total', 'number', 'of', 'identified', 'specimens', ';', 'MNI', ',', 'minimum', 'number', 'of', 'individuals', ';', 'NLL', ',', 'northern', 'latitudinal', 'limit', ';', 'SLL', ',', 'southern', 'latitudinal', 'limit', ';', 'UDL', ',', 'upper', 'depth', 'limit', '-LRB-', 'm', '-RRB-', ';', 'LDL', ',', 'lower', 'depth', 'limit', '-LRB-', 'm', '-RRB-', '.']	2004	['43']	['43']	['70']	['70']	[]	[]
